,address,name,online_order,book_table,rating,votes,location,cuisines,cost_per_person,type_of_restaurant
50590,"Brigade Metropolis, Garudachar Palya, Hoodi, Whitefield, Bangalore",Amaravati Food Court,Yes,No,3.3,7,Whitefield,Kerala,150.0,Delivery
50591,"Plot 7, 4th Floor, Prashanth Layout, Trijal Commerspace, ITPL Main Road, Hope Farm Circle, Whitefield, Bangalore",Beyond Elements,Yes,Yes,4.1,869,Whitefield,"Cafe, Italian, Pizza, North Indian",450.0,Delivery
50592,"12, Prashanthi Complex, Channsandra, Whitefield, Bangalore",PIZZMO,No,No,3.6,26,Whitefield,"Pizza, Momos",250.0,Delivery
50593,"1, Nallurhalli Road, Opposite Brigade RV Center, Whitefield, Bangalore",Desi Doze,Yes,No,3.8,147,Whitefield,"North Indian, Fast Food",200.0,Delivery
50594,"Shop 21, 1St floor, Arya Hub Mall, Hope farm Junction, Whitefield, Bangalore",Jubli Biryani,Yes,No,3.6,17,Whitefield,"Biryani, Chinese",250.0,Delivery
50596,"956, 1st Floor, 1st Main, Rajapalya, Hoodi, ITPL Main Road, Whitefield, Bangalore",Dil Se Dilli,Yes,No,3.8,282,Whitefield,"North Indian, Mughlai",350.0,Delivery
50597,"28/2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",Mainland China,Yes,Yes,4.7,1562,Whitefield,Chinese,850.0,Delivery
50598,"V3/1, M/s. Sai Linkize N Solutions, NGEF Industrial Estate, Mahadevpura Post, Whitefield, Bangalore",Gusto's Pizza,No,No,3.1,10,Whitefield,Pizza,250.0,Delivery
50599,"1st Floor, Food Court, Inorbit Mall, EPIP Area, Whitefield, Bangalore",Marhaba,Yes,No,3.5,8,Whitefield,Arabian,250.0,Delivery
50600,"Number 2996, Dr Ambedkar Road, Pattandur Agrahara, Whitefield",Swadishta,No,No,3.4,7,Whitefield,"South Indian, Chinese, North Indian",100.0,Delivery
50601,"1st Floor, Road Number 2, Vijayanagar, Kiadb Export Promotion Industrial Area, Whitefield, Bangalore",Whats Ap,No,No,3.3,9,Whitefield,Andhra,400.0,Delivery
50602,"24, 2nd Floor, Apple City, Seegehalli, Hosakote Main Road, Whitefield, Bangalore",Wang Fu Kitchen,Yes,No,3.8,27,Whitefield,Chinese,200.0,Delivery
50603,"5, Varthur Main Road,Opp Shell Petrol Bunk, Whitefield, Bangalore",Real Ambur Dum Biryani,No,No,3.3,4,Whitefield,"Biryani, Fast Food",125.0,Delivery
50604,"23, Near Maheshwaramma Temple, Mahadevpura, Whitefield, Bengaluru",Sri Lakshmi Hotel,Yes,No,3.4,7,Whitefield,"Chinese, South Indian",125.0,Delivery
50606,"3/4, Kiadb, Sadaramangala, ITPL Main Road, Whitefield, Bangalore",Nandhini Deluxe,No,Yes,2.9,268,Whitefield,North Indian,300.0,Delivery
50607,"191, A-5 Kamadhenu Nagar, Near Government High School, Opposite HP Company, Whitefield, Bangalore",Punjabi Park,Yes,No,2.9,25,Whitefield,"North Indian, Fast Food",200.0,Delivery
50608,"C Block, AECS Layout, Brookefield, Bangalore",Celebrations 365,Yes,No,3.3,6,Brookefield,"Desserts, Ice Cream",175.0,Delivery
50610,"1st Floor, Phoenix Market City, Whitefield, Bangalore",Copper Chimney,Yes,Yes,4.1,0,Whitefield,"North Indian, Biryani",600.0,Delivery
50612,"590-10/1, First Cross, BEML Layout, Tubarahalli, Whitefield, Bangalore",HIGH SKY,No,No,3.0,32,Whitefield,"Continental, North Indian, Chinese, Arabian",500.0,Delivery
50613,"Inorbit Mall, EPIP Area, Whitefield, Bangalore",FreshEats,No,No,3.6,14,East Bangalore,"Continental, North Indian, Thai",200.0,Delivery
50615,"5, Avalon, 1st Main Road, Whitefield Main Rd, Whitefield, Bangalore",Lot Like Crepes & Cafe,Yes,No,4.0,21,Whitefield,"Cafe, Continental, Desserts",300.0,Delivery
50616,"136/137, EPIP Industrial Area, Whitefield, Bangalore",Flavours Radha Hometel,No,Yes,3.5,185,Whitefield,"North Indian, Continental, Chinese, South Indian",400.0,Delivery
50617,"SJR Teck Park, Plot 13, 14, 15, EpIp Area, Whitefield, Bangalore",Mangalore Lunch Home,Yes,No,3.5,11,Whitefield,"North Indian, South Indian, Mangalorean",150.0,Delivery
50618,"SJR I-Park, Opposite Sathya Sai Hospital, Whitefield, Bangalore",Oven Fresh,No,No,2.9,21,Whitefield,"Bakery, Fast Food",300.0,Delivery
50619,"84, Near ITPL Main Gate, Next To Taj Vivanta, Whitefield, Bangalore",Delhi Restaurant,Yes,No,3.6,196,Whitefield,"North Indian, Mughlai, Chinese",175.0,Delivery
50620,"Gate 1, Tower 24, Prestige Shantiniketan, ITPL Main Road, Whitefield, Bangalore",Nieghbourhood Cafe,No,No,3.7,39,Whitefield,"Pizza, Italian, Chinese, North Indian",375.0,Delivery
50621,"V R Bengaluru Mall, Mahadevapura Main Rd, Whitefield Main Road, India",Captain Egg,No,No,4.1,18,Whitefield,Fast Food,200.0,Delivery
50622,"Seegahalli Road, Whitefield, Bangalore",Snack Itt,No,No,0.0,0,Whitefield,Bakery,100.0,Delivery
50623,"Belathur - Kadugodi Road, Whitefield, Bangalore",Golden Fork,No,No,0.0,0,Whitefield,"South Indian, Chinese, North Indian",100.0,Delivery
50624,"Sigma Soft Tech Park, Varthur Kodi, Opposite Forum Value Mall, Whitefield, Bangalore",Cluckees,No,No,0.0,0,Whitefield,Fast Food,150.0,Delivery
50625,"10, 2nd Floor, VR Bengaluru, Whitefield Main Road, Whitefield, Bangalore",Manbhavan Premium Thali Restaurant,Yes,No,4.0,485,Whitefield,"Hyderabadi, Gujarati, Maharashtrian",500.0,Delivery
50627,"Graphite India Main Rd, B Block, AECS Layout, Next To Daily Santhe, Kundalahalli, Brookefield, Bangalore",Aaha,Yes,No,3.6,94,Brookefield,"North Indian, Chinese",150.0,Delivery
50628,"Immadihalli Main Road, Near KEB Office, Whitefield, Bangalore",Star Restaurant,No,No,0.0,0,Whitefield,"South Indian, North Indian, Chinese",125.0,Delivery
50629,"G-27, The Arcade Brigade Metropolis, Mahadevapura, Whitefield, Bangalore",Taste Buddies,No,No,0.0,0,Whitefield,"North Indian, Fast Food",200.0,Delivery
50630,"Vijayalakshmi Colony, Opposite Krishna Temple, Kadugodi, Whitefield, Bangalore",New Suruchi Hotel,No,No,0.0,0,Whitefield,"Bengali, North Indian",100.0,Delivery
50632,"62, Ground Floor, Forum Neighbourhood Mall, Whitefield Main Road, Whitefield, Bangalore",Orbis Market Kitchen,No,No,0.0,0,Whitefield,Arabian,300.0,Delivery
50635,"Krishniah Complex, Near Whitefield Post Office, Whitefield, Bangalore",Elaichi,No,No,0.0,0,Whitefield,"North Indian, Bengali, Oriya",250.0,Delivery
50636,"Opposite Sumadhura Madhram, ECC Road, Whitefield, Bangalore",Taas Foods,No,No,0.0,0,Whitefield,"Chinese, Fast Food, North Indian",125.0,Delivery
50640,"Kitchens@, Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Rara Avis,No,No,0.0,0,Whitefield,"Kerala, Seafood, Biryani, Desserts",200.0,Delivery
50641,"65, EPIP, Opposite ITPL Service Gate, Whitefield, Bangalore",Eat Eroo - Bombay Vada Pav,No,No,0.0,0,Whitefield,"Street Food, Maharashtrian",100.0,Delivery
50642,"Above Tanvi Honda, Seeghalli, Whitefield - Hoskote Road, Kadugodi, Whitefield, Bangalore",Hotel Greens,No,No,3.6,59,Whitefield,"Biryani, Chinese, North Indian, South Indian",400.0,Delivery
50644,"94 / 95, 4th Cross, ECC Road, Prithvi Layout, Near Ivory Studio One & DeenÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Academy, Whitefield, Bangalore, Bengaluru",The Lighthouse Cafe,No,No,3.6,21,Whitefield,"American, Italian",325.0,Delivery
50645,"Nallurahalli Borewell Road, Whitefield, Bangalore",Kitchen Online,No,No,3.3,6,Whitefield,North Indian,150.0,Delivery
50646,"21/14, Hagadur Main Road, Behind Forum Value Mall, Whitefield, Bangalore",Mubeena Shariff Chocolatier,No,No,3.6,14,Whitefield,Desserts,250.0,Delivery
50648,"84/1, Veeranjaneya Building, Ramagondanahalli, Varthur Main Road, Whitefield, Bangalore",Ammi's Biryani,No,No,2.5,131,Whitefield,"Biryani, North Indian",250.0,Delivery
50649,"937/HK 147, SY 41, Ground Floor, Near ICICI Bank Whitefield, Bangalore",Tadka Punjabi Restaurant,Yes,No,3.3,9,Whitefield,North Indian,150.0,Delivery
50650,"432, Nallurahalli Road, Siddapura, Whitefield, Bangalore",Spice Boulevard,No,No,3.9,89,Whitefield,"Cafe, Continental, Chinese",350.0,Delivery
50652,"98, 1st Main Road, 3rd Cross, Pattandur Agrahara, Whitefield, Bangalore",Annapurna Bengali Restaurant,No,No,3.9,50,Whitefield,Bengali,250.0,Delivery
50653,"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",Kritunga Restaurant,Yes,No,3.7,856,Whitefield,"Andhra, Biryani, North Indian, Chinese",325.0,Delivery
50654,"136, SAP Labs India, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",The Farm House Bar n Grill,No,No,3.7,34,Whitefield,"North Indian, Continental",400.0,Delivery
50656,"111, Near Ayyappa Swamy Temple, Belthur Road, Kadugodi, Whitefield, Bangalore",Halftime,No,No,0.0,0,Whitefield,"North Indian, Chinese",100.0,Delivery
50657,"No 84/1, Veeranjaneya Building, Ramagondanahalli, Varthur Main Road, Opp Sigma Tech Park Bangalore",RICE BAR,No,No,0.0,0,Whitefield,"North Indian, Biryani",250.0,Delivery
50658,"21/14, Hagadur Main Road, Opposite to Carmel Kids School, Whitefield, Bangalore",La Fabrique de Tartes,No,No,0.0,0,Whitefield,French,150.0,Delivery
50660,"3, Dinesh Arcade, Kannamangala, Opposite Army Welfare Society, Whitefield, Bangalore",New Kolkata Style Famous Roll,No,No,0.0,0,Whitefield,"North Indian, Rolls",100.0,Delivery
50662,"Opposite Mahaveer Dazzle Apartment, Basavanna Nagar Road, Hoodi, Whitefield, Bangalore",Nidhish Upahar,No,No,0.0,0,Whitefield,South Indian,100.0,Delivery
50663,"Next To Canara Bank ATM, Basavanna Nagar Road, Hoodi, Whitefield, Bangalore",Snacks Centre,No,No,0.0,0,Whitefield,"Fast Food, North Indian",200.0,Delivery
50664,"98, 1st B Cross Road, Ambedkar Nagar, Inner Valley, Whitefield, Bangalore",Taste of Coastal,No,No,0.0,0,Whitefield,"South Indian, North Indian",150.0,Delivery
50666,"S V Millan, Near Loyal City Super Market, Swami Vivekanand Road, Whitefield, Bangalore",YummTumm,No,No,0.0,0,Whitefield,Bakery,125.0,Delivery
50667,"R.R Sai Complex, Near Florence School, BasavannaNagar, Hoodi, Whitefield, Bangalore",Cane Hut,No,No,0.0,0,Whitefield,"Beverages, Juices, Street Food",50.0,Delivery
50668,"Nagondhalli, Channasandra Main Road, Whitefield, Bangalore",Ruchir Restaurant,No,No,0.0,0,Whitefield,North Indian,75.0,Delivery
50671,"Balthur Road, Opposite Athena Sport Academy, Varthur Road, Whitefield, Bangalore",ARB Restaurant,No,No,0.0,0,Whitefield,"Chinese, North Indian",200.0,Delivery
50672,"102/1, Next To Royal Enfield Showroom, Outer Ring Road, B Narayanpura, Whitefield, Bengaluru",Chef Cornor,No,No,0.0,0,Whitefield,"North Indian, South Indian, Chinese",200.0,Delivery
50673,"Shop 6, Site 4, New Thimana Layout, Belthur Colony, Kumdhena, Agar Hara Main Road, Kadugodi, Whitefield, Bangalore",Cake Point,No,No,0.0,0,Whitefield,"Bakery, Desserts",250.0,Delivery
50674,Delivery Only,ChowChow Pandas,No,No,0.0,0,East Bangalore,"Bakery, Desserts",200.0,Delivery
50677,"73/136, Bridge Metropolis, Garudachpalya Main Road, Whitefield, Bangalore",Mr.Boiler,No,No,0.0,0,Whitefield,"Ice Cream, Juices, Fast Food",125.0,Delivery
50680,"Junior Collage Road, Belthur, Kadugodi, Whitefield, Bangalore",Zesty Tasty,No,No,0.0,0,Whitefield,Fast Food,100.0,Delivery
50681,"Garudachar Palya, Mahadevapura, Opposite vijayalakshmi Theatre, Whitefield, Bangalore",Krishu Juice Centre,No,No,0.0,0,Whitefield,"Beverages, Juices",75.0,Delivery
50683,"B-202, VRR Vista Apartments, 2nd Cross Road, Hoodi Kodighalli, Bangalore",Sheetals Home Food,No,No,0.0,0,Whitefield,"South Indian, North Indian",125.0,Delivery
50684,"Lower Ground Floor, Phoenix Market City, Whitefield, Bangalore",Tata Cha,Yes,No,0.0,0,Whitefield,"Cafe, Tea, North Indian",250.0,Delivery
50685,"Prashanti Complex, Chanasandra Main Road Whitefield, Bangalore",On The Go,Yes,No,0.0,0,Whitefield,"North Indian, Mughlai, Chinese",200.0,Delivery
50686,"Ground Floor, Road 2, Vijayanagar, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",F5,No,No,3.2,4,Whitefield,"North Indian, South Indian, Chinese, Continental, Arabian",150.0,Delivery
50687,"Chetan Building, Opposite St Joseph's School, Whitefield, Bangalore",New Andhra Chimney,No,No,3.1,71,Whitefield,"Andhra, North Indian, Biryani",350.0,Delivery
50688,"K R Road, KEB Circle, Hoskote, Near, Whitefield, Bangalore",Sri Guru Nalapaka Restaurant,No,No,3.5,20,Whitefield,"North Indian, South Indian, Chinese, Street Food",275.0,Delivery
50689,"A1, Freshworld Market, Main Road, Whitefield, Bangalore",Foodie,No,No,2.9,35,Whitefield,"Chinese, Fast Food",150.0,Delivery
50690,"Hoodi Circle, Mahadevapura Post, Whitefield, Bangalore",The Village Restaurant,No,No,3.0,9,Whitefield,"North Indian, Chinese",100.0,Delivery
50691,"Palm Meadows Club, Airport Varthur Road, Ramagondanahalli, Whitefield, Bangalore",Oak Tavern,No,No,3.5,9,Whitefield,"Continental, North Indian",500.0,Delivery
50692,"Opposite ITPL Gate 3, Whitefield, Bangalore, Bengaluru",Corprate Biriyani Adda,No,No,3.0,5,Whitefield,"North Indian, Chinese",250.0,Delivery
50693,"ITPL Basement, ITPL Main Road, Whitefield, Bangalore",Biryani Bowl,No,No,3.3,10,Whitefield,"Biryani, Andhra",275.0,Delivery
50694,"4, Chetan Building, Opposite St. Joseph Convent School, Whitefield Main Road, Whitefield, Bangalore",Rafoo Chakkar,Yes,No,3.9,386,Whitefield,"North Indian, Rolls",150.0,Delivery
50695,"Opposite Sai Gargen, Seegehalli Main Road ,Kadugodi, Whitefield, Bangalore",Biriyani House,No,No,3.2,13,Whitefield,"Andhra, Biryani",175.0,Delivery
50696,"Pattandur Agrahara, ITPL Main Road, Whitefield, Bangalore",Khane Ka Khazana,Yes,No,3.5,17,"ITPL Main Road, Whitefield",North Indian,125.0,Delivery
50698,"#115/3 , ITPL Main Road , Near Vodafone Store & SRIT , Brookefield",Biryani Park,Yes,No,3.4,86,Brookefield,"North Indian, Biryani, Chinese, Mughlai",250.0,Delivery
50699,"3rd Floor, The Forum Neighborhood Mall, Whitefield, Bangalore",The Eatery Cafe & Restaurant,No,No,3.6,19,Whitefield,"Continental, Italian",400.0,Delivery
50701,"1002, Hoodi Circle, ITPL Main Road, Mahadevapura Post, Whitefield, Bangalore",Hotel Nisarga Restaurant,No,No,3.2,6,Whitefield,"Chinese, North Indian",150.0,Delivery
50703,"771, Rajpalya Bus Stop, Hoodi, Whitefield Area, Bangalore, Whitefield, Bangalore",Golden Food Palace,No,No,2.9,18,Whitefield,"North Indian, Chinese",225.0,Delivery
50704,"8, Siddhapura, Main Road, Whitefield, Bangalore",Cafe of Joy,No,No,3.7,51,Whitefield,Continental,300.0,Delivery
50705,"Sigma Tech Park, Near Varthur Lake, Varthur Main Road, Whitefield, Bangalore",Cuppa,No,No,3.3,5,Whitefield,"Fast Food, Street Food, Beverages",200.0,Delivery
50706,"Chicka Thirupathi Road, Channasandra, Whitefield, Bangalore",Five Star Chicken,No,No,3.5,9,Whitefield,Fast Food,150.0,Delivery
50707,"Near HP Petrol Pump, Seegehalli, Kadugodi, Whitefield, Bangalore",PMR Restaurant,No,No,3.3,4,Whitefield,North Indian,150.0,Delivery
50708,"6, Borewell Road, Nallurhalli, Whitefield, Bangalore",Nawabi Handi,No,No,3.4,23,Whitefield,"Biryani, Hyderabadi, North Indian",175.0,Delivery
50709,"Dr. Meera Complex, Near Reliance Fresh, Whitefield, Bangalore",Siddharth Restaurant,No,No,3.6,33,Whitefield,"North Indian, Chinese",200.0,Delivery
50710,"Puttappa Industrial Estate, Opposite HP Petrol Bunk, Mahadevpura, Whitefield, Bangalore",Delhi Belli,No,No,3.3,4,Whitefield,North Indian,250.0,Delivery
50713,"Kitchens@, Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Clean Eats,No,No,0.0,0,Whitefield,Healthy Food,150.0,Delivery
50714,"Nallurahalli Road, Whitefield, Bangalore",Kabab Ghar,No,No,3.2,4,Whitefield,"Biryani, North Indian, Kebab",300.0,Delivery
50715,"Nallurahalli Road, Nallurhalli, Whitefield, Bangalore",Nawab-E-Khana,No,No,3.1,6,Whitefield,"North Indian, Biryani",250.0,Delivery
50716,"Beta Block Food Court, Sigma Soft Tech Park Ramagondanahalli, Whitefield, Bangalore",Hangout Junction,No,No,3.6,28,Whitefield,"North Indian, Chinese, South Indian",200.0,Delivery
50717,"Chowdeshwary Nilaya, Near Sri Ram Temple, Immadihalli Main Road, Whitefield, Bangalore",Swad Rajasthani Bhojanalaya,No,No,3.1,7,Whitefield,"North Indian, Fast Food",200.0,Delivery
50718,"Level 1, Dinesh Arcade, Opposite AWHO Apartments, Whitefield-Hoskote Main Road, Seegehalli, Whitefield, Bangalore",Food Xpress,No,No,3.4,10,Whitefield,"North Indian, South Indian, Biryani, Chinese",200.0,Delivery
50719,"252, Varthur Road, Patel Narayanswamy Layout, Near D Mart, Siddapura, Whitefield, Bangalore",Delhiciouss,No,No,3.7,24,Whitefield,"North Indian, Sandwich",150.0,Delivery
50720,"Kitchens@, Trifecta Adatto, 21, ITPB Main Road, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Arzak,No,No,0.0,0,Whitefield,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",150.0,Delivery
50721,"The Arcade Brigade Metropolis, Mahadevapura, Whitefield, Bangalore",Best,No,No,3.4,6,Whitefield,"Fast Food, Chinese, Street Food",200.0,Delivery
50722,"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",Swad E Punjab,No,No,3.4,7,Whitefield,North Indian,300.0,Delivery
50723,"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",Shanghai Times,No,No,3.3,9,Whitefield,Chinese,200.0,Delivery
50724,"40, Ascendas MalI, ITPL Main Road,Pattandur Agrahara, Whitefield, Bangalore",Whooppeezz,No,No,3.4,16,Whitefield,Pizza,250.0,Delivery
50725,"Nalluruhalli Road, Whitefield, Bangalore",ReadyBowl,No,No,3.4,32,Whitefield,"Andhra, South Indian, North Indian, Biryani",200.0,Delivery
50726,"Prashanti Market Complex, Near Channasandra Bus Stop, Whitefield, Bangalore",Neerav Chinese Cuisine,No,No,0.0,0,Whitefield,Chinese,150.0,Delivery
50727,"KR Extension, Near KEB Circle, Hoskote, Whitefield, Bangalore",LG Park Restaurant,No,No,3.4,7,Whitefield,"North Indian, South Indian",400.0,Delivery
50728,"Thigalarapalya, Hoodi, Kadugodi Plantation, Whitefield, Bangalore",La Mirch,No,No,3.1,5,Whitefield,"North Indian, Kashmiri",200.0,Delivery
50729,"Opposite Canara Bank, Vijayalakshmi Colony, Kadugodi, Whitefield, Bangalore",Tarama Bengali Food,No,No,3.2,4,Whitefield,Bengali,100.0,Delivery
50730,"1st Floor, Inorbit Mall, Whitefield, Bangalore",Kailash Parbat,No,No,2.6,84,Whitefield,North Indian,200.0,Delivery
50731,"90/2, Sobha Rani Compound, Shetty Layout, Mahadevpura, Whitefield, Bangalore",@99,No,No,3.4,37,Whitefield,"Mughlai, Biryani, Chinese, North Indian",100.0,Delivery
50732,"107, HDFC Bank Atm Building, Pattandur Agrahara, Main Road, Whitefield, Bangalore",Food Point,No,No,3.2,167,Whitefield,North Indian,225.0,Delivery
50733,"Doddanakundi Industrial Area, Graphite India Road, Mahadevpura",Hunger Genie,No,No,4.0,165,Whitefield,"North Indian, Chinese, Biryani",225.0,Delivery
50734,"22, 133, Channasandra Village, Hope Farm, Kadugodi Post, Whitefield, Bangalore",Punjabi Tadka,No,No,3.2,7,Whitefield,"North Indian, Chinese",200.0,Delivery
50735,"153 Biere Street, Hagadur Main Road, Next to Prestige Ozone, Whitefield, Bangalore",Chin Chin by The Biere Club,Yes,Yes,4.2,271,Whitefield,Asian,750.0,Delivery
50736,"1st Floor, Inorbit Mall, EPIP Industrial Area, Sai Baba Hospital, Whitefield, Bangalore",Southern Spice,No,Yes,3.0,83,Whitefield,South Indian,600.0,Delivery
50737,"Prestige Palms, ECC Road, Whitefield, Bangalore",Sweet Tooth - Do you have one?,No,No,3.3,4,Whitefield,"Bakery, Desserts",300.0,Delivery
50739,"97, 1st Cross, FCI Main Road, Kadugodi, Whitefield, Bangalore",Tiwari's Cafe,No,No,0.0,0,Whitefield,"Street Food, Desserts",150.0,Delivery
50740,"Near Hoodi Circle, Whitefield, Bangalore",Sweet Nothings Couture Cupcakes,No,No,3.4,6,Whitefield,"Desserts, Bakery",125.0,Delivery
50741,"203, Channasandra, Opposite MVJ Engineering College, Whitefield, Bangalore",Ande Ka Funda,No,No,3.1,8,Whitefield,"North Indian, Chinese, Rolls",125.0,Delivery
50743,"Shop 70, Lower Ground Floor, Next To Hamley's Toy Store, Whitefield, Bangalore",Orchard Fresh,No,No,0.0,0,Whitefield,"Ice Cream, Desserts",200.0,Delivery
50745,"366, Borewell Road, Opposite Post Office, Whitefield, Bangalore, Bengaluru",Punjabi By Flavour,No,No,0.0,0,Whitefield,"North Indian, Chinese",200.0,Delivery
50747,"Veracious Lansdale, Next To Prestige Ozone Back Gate, Whitefield, Bangalore",Delicious Desserts,No,No,3.5,10,Whitefield,Desserts,375.0,Delivery
50748,"Shop no 3, Sri Chowdeshwari Complex, Hagaduru Road, Next To Sri Rama Temple, immadihally Main Road, Whitefield, Bangalore",Golden Paradise,No,No,3.5,14,Whitefield,"North Indian, Chinese",150.0,Delivery
50749,"Number 3, Opposite Kumari Apartment, Immadihalli Road, Shyanubhog Subbaiah Layout, Nagondanahalli",Andhra Spice,No,No,0.0,0,Whitefield,"Andhra, Chinese",150.0,Delivery
50752,"154, Kumbar Bedi, Near Eshwar Temple, Kadugodi",Yummy Beeriyaniz,No,No,0.0,0,Whitefield,"Andhra, Hyderabadi, Chinese",200.0,Delivery
50753,"59, Next to Sigma Tech Park, Whitefield, Bangalore",Joy Star Restaurant,No,No,0.0,0,Whitefield,"North Indian, Chinese",175.0,Delivery
50757,"Oppsite Brigademetropolis, Garudacharpalya, Whitefield, Bangalore",Sri Rajarajeswari Andhra Mess,No,No,0.0,0,Whitefield,"South Indian, Andhra",100.0,Delivery
